n_ws^third_composition_average,AtomicVolume_difference,GSenergy_pa_arithmetic_average,HeatFusion_composition_average,GSenergy_pa_composition_average,ICSDVolume_composition_average,BoilingT_composition_average,MeltingT_composition_average,MeltingT_difference,ShearModulus_min_value,phi_composition_average,BulkModulus_composition_average,ShearModulus_max_value,n_ws^third_max_value,ElasticModulus_composition_average,ElasticModulus_min_value,BulkModulus_min_value,ThermalExpansionCoefficient_max_value,ThermalExpansionCoefficient_composition_average,BoilingT_max_value,BCCefflatcnt_composition_average,HeatVaporization_composition_average,MeltingT_max_value,ElasticModulus_arithmetic_average,BCCvolume_pa_composition_average,AtomicRadii_composition_average,SecondIonizationEnergy_composition_average,MeltingT_min_value,IonicRadii_difference,BCCenergy_pa_arithmetic_average,ICSDVolume_min_value,BCCfermi_composition_average,BCCvolume_padiff_composition_average,HeatFusion_min_value,n_ws^third_arithmetic_average,HeatFusion_max_value,BCCenergy_pa_composition_average,phi_arithmetic_average,CovalentRadii_composition_average,BulkModulus_max_value,IonizationEnergy_composition_average,BoilingT_difference,GSestFCClatcnt_composition_average,IonizationEnergy_difference,GSestBCClatcnt_composition_average,Polarizability_composition_average,ThermalExpansionCoefficient_min_value,ThermalExpansionCoefficient_difference,BoilingT_arithmetic_average,ElasticModulus_max_value,Electronegativity_composition_average,HeatFusion_arithmetic_average,ThermalExpansionCoefficient_arithmetic_average,MeltingT_arithmetic_average,BCCfermi_arithmetic_average,ICSDVolume_arithmetic_average,target
1.265,28.23880103390789,-3.682383741666667,9.895,-3.75204957875,28.2,2685.75,988.3025,1322.97,7.4,4.075,,44.0,1.67,62.0,21.0,17.0,22.3,,3236.0,7.326151622,,,,,1.64625,,505.08,,,,,,7.15,,,,,,180.0,,,,,,,,10.5,,127.0,,,,,,,60.00737081
1.2875,29.2116774917241,-4.387674058333333,12.3575,-4.28101731625,27.4,2868.75,1090.54,1731.92,7.4,4.0625,,150.0,1.76,112.75,21.0,17.0,22.3,,3968.0,7.307175748000001,,,,,1.63875,,505.08,,,,,,7.15,,,,,,380.0,,,,,,,,14.1,,330.0,,,,,,,66.07184186
1.805,2.0556129947191,-9.177113995,36.09,-9.0128127225,13.35,4261.75,2599.25,559.0,115.0,5.324999999999998,,210.0,1.83,464.5,259.0,160.0,6.4,,4701.0,6.03040691275,,,,,1.33,,2180.0,,,,,,21.0,,,,,,320.0,,,,,,,,1.5,,533.0,,,,,,,307.1835352
1.5475,3.5305215748343013,-4.85458225,15.74375,-4.267618535,12.625000000000002,3424.5,1528.6775,683.6300000000001,48.0,4.75,,61.0,1.78,136.75,124.0,140.0,16.5,,4098.0,5.76925286775,,,,,1.3035,,1357.77,,,,,,13.6,,,,,,230.0,,,,,,,,7.699999999999998,,175.0,,,,,,,159.31264
1.5466666666666666,2.014244736296,-7.7591197675,43.473333333333336,-6.981052513333332,19.366666666666667,3787.666666666667,2041.333333333333,1063.0,38.0,4.483333333333333,,38.0,1.64,142.66666666666666,104.0,100.0,7.3,,5017.0,6.3153532436666655,,,,,1.3563333333333334,,1687.0,,,,,,30.0,,,,,,170.0,,,,,,,,4.699999999999998,,162.0,,,,,,,174.5777341
1.715,2.2758536520719,-6.901868400000001,20.168750000000006,-6.46518904,15.725,3963.5,2016.3,100.40000000000008,44.0,5.187500000000001,,61.0,1.78,158.75,110.0,110.0,8.8,,4098.0,6.282795849249999,,,,,1.3969999999999998,,1941.0,,,,,,14.15,,,,,,230.0,,,,,,,,0.200000000000001,,175.0,,,,,,,237.0570954
1.7333333333333334,1.5155652857540003,-7.483885185,21.95,-6.998760016666667,14.666666666666668,3958.666666666667,2088.6,141.5999999999999,47.0,5.183333333333334,,61.0,1.78,159.66666666666669,129.0,160.0,8.8,,4098.0,6.124914964666668,,,,,1.3603333333333332,,2041.4,,,,,,21.5,,,,,,230.0,,,,,,,,0.4000000000000004,,175.0,,,,,,,246.3643346
1.255,3.4292854627965994,-3.5488436575,10.155,-3.5488436575,23.2,2071.5,1204.11,1219.78,19.0,3.65,,29.0,1.27,71.0,62.0,42.0,30.8,,3103.0,6.940898761000001,,,,,1.5475,,594.22,,,,,,6.21,,,,,,57.0,,,,,,,,20.8,,80.0,,,,,,,67.04158083
1.31,27.7315035676691,-2.8710824950000005,24.6192,-3.0556330810000003,22.86,2092.6,1174.8719999999996,994.32,7.4,4.03,,43.0,1.5,107.0,21.0,17.0,30.2,,3173.0,6.579150490599999,,,,,1.4548,,692.68,,,,,,7.068,,,,,,100.0,,,,,,,,27.6,,162.0,,,,,,,70.02518374
0.81,0.0,-1.92352226,7.12,-1.92352226,62.8,2143.0,1000.0,0.0,4.9,2.32,,4.9,0.81,13.0,13.0,9.6,20.6,,2143.0,10.05779862,,,,,2.22,,1000.0,,,,,,7.12,,,,,,9.6,,,,,,,,0.0,,13.0,,,,,,,8.856822897
1.653333333333333,8.848887161030706,-3.4823656525,8.670833333333333,-3.6641476808333335,9.566666666666666,2807.333333333333,1522.888333333333,222.67000000000007,27.0,5.066666666666666,,132.0,1.67,263.8833333333333,78.3,130.0,14.2,,3129.0,5.238566360499999,,,,,1.1736666666666669,,1337.33,,,,,,7.895,,,,,,220.0,,,,,,,,2.8999999999999986,,301.0,,,,,,,137.57807069999998
1.5766666666666669,7.9234402427192,-7.4653172725,40.473333333333336,-6.7851841833333335,17.333333333333336,3096.666666666667,1851.333333333333,493.0,115.0,4.683333333333334,,115.0,1.73,194.3333333333333,162.0,100.0,4.9,,3173.0,5.984355352000001,,,,,1.2963333333333331,,1687.0,,,,,,21.0,,,,,,160.0,,,,,,,,2.3000000000000003,,259.0,,,,,,,195.5355642
1.7725000000000002,0.1404171810681003,-8.437308725,33.65375,-9.6417082475,15.4,4708.5,2682.35,854.5999999999998,20.0,4.9,,61.0,1.78,285.25,175.0,230.0,8.8,,4912.0,6.2872757025,,,,,1.3665,,2041.4,,,,,,22.175,,,,,,230.0,,,,,,,,4.000000000000001,,322.0,,,,,,,266.0291015
1.675,3.4877666901934,-8.311869285,27.635,-8.311869285,15.7,4130.5,2340.0,798.0,44.0,4.675,,210.0,1.83,321.5,110.0,110.0,8.6,,4701.0,6.3108874185,,,,,1.4025,,1941.0,,,,,,14.15,,,,,,320.0,,,,,,,,2.2,,533.0,,,,,,,228.3574812
1.04125,12.7457638586825,-3.0328459525,12.75875,-2.761716855625,38.8875,1795.625,1035.7925,211.22000000000003,7.4,3.2437500000000004,,20.0,1.26,38.25,21.0,17.0,22.3,,1860.0,8.077365259875,,,,,1.8275,,903.78,,,,,,8.54,,,,,,42.0,,,,,,,,11.3,,67.0,,,,,,,36.48256834
1.605,4.7644825856100015,-4.48486254,17.165,-4.870774325,14.65,3547.0,1593.51,1107.93,26.0,4.987500000000002,,61.0,1.78,136.125,70.5,76.0,23.1,,4098.0,6.1337273880000005,,,,,1.367,,933.47,,,,,,10.71,,,,,,230.0,,,,,,,,14.3,,175.0,,,,,,,195.978282
1.66,5.653140075804799,-4.6458738450000014,15.7875,-5.0960992075,12.250000000000002,3087.5,1529.3675,794.53,26.0,4.95,,76.0,1.75,173.625,70.5,76.0,23.1,,3186.0,5.7331915195,,,,,1.2919999999999998,,933.47,,,,,,10.71,,,,,,180.0,,,,,,,,9.7,,208.0,,,,,,,179.5059009
1.54,14.17053473899101,-6.3780853450000015,28.435,-6.3780853450000015,16.833333333333332,3597.333333333333,1917.666666666667,946.0,30.0,4.45,,132.0,1.67,200.66666666666663,139.0,100.0,11.3,,4876.0,6.0680754473333325,,,,,1.334666666666667,,1560.0,,,,,,7.895,,,,,,130.0,,,,,,,,8.700000000000001,,301.0,,,,,,,147.6364545
1.11,5.422727182189301,-2.2143694083333334,4.84,-2.12824878375,22.925,1786.25,501.67,140.53000000000003,4.2,3.475,,19.0,1.24,33.0,10.0,11.0,46.0,,2875.0,6.7557718765,,,,,1.55225,,453.69,,,,,,3.0,,,,,,58.0,,,,,,,,24.0,,62.0,,,,,,,36.73894374
1.7525,1.6325723368538991,-8.37968103,25.1925,-7.816663275,11.625,3712.0,2222.75,57.0,115.0,5.2125,,150.0,1.76,312.25,259.0,160.0,8.2,,3968.0,5.95656733825,,,,,1.3210000000000002,,2180.0,,,,,,21.0,,,,,,380.0,,,,,,,,3.299999999999999,,330.0,,,,,,,229.77454530000003
1.56,0.6892535423256021,-5.492459865,12.87,-4.122799512,17.04,3215.2,1458.064,603.6700000000002,27.0,4.88,,44.0,1.57,84.64,78.3,110.0,14.2,,3560.0,6.4475573944,,,,,1.4432,,1337.33,,,,,,12.55,,,,,,220.0,,,,,,,,5.6,,110.0,,,,,,,143.78430600000004
1.4875,4.6329618393145005,-2.0109334175,10.965000000000002,-2.61031301375,18.05,2606.75,1151.5525,743.1099999999999,19.0,4.875,,27.0,1.57,74.225,62.0,42.0,30.8,,3129.0,6.533496287749999,,,,,1.45375,,594.22,,,,,,6.21,,,,,,220.0,,,,,,,,16.6,,78.3,,,,,,,115.3972
1.6542105263157894,9.53814070335631,-5.7651329075,8.55342105263158,-4.178216423947369,9.1,2829.0,1600.1052631578948,381.0,44.0,4.91842105263158,,132.0,1.67,280.8947368421053,110.0,110.0,11.3,,3560.0,5.151174079473684,,,,,1.1545263157894738,,1560.0,,,,,,7.895,,,,,,130.0,,,,,,,,2.700000000000001,,301.0,,,,,,,127.1359431
0.585,18568.97487339377,-3.1495321075,4.3500000000000005,-3.1495321075,20.35,726.55,488.9,868.2,17.0,1.725,,17.0,1.17,22.2,44.4,45.0,780.0,,1363.0,6.024241499,,,,,1.165,,54.8,,,,,,0.22,,,,,,45.0,,,,,,,,755.2,,44.4,,,,,,,151.4974341
1.41,5.674286676930901,-6.8498612275,16.206666666666667,-5.815048525,18.53333333333333,3486.666666666666,1457.6466666666668,1572.53,26.0,4.0,,30.0,1.45,93.33333333333334,70.5,76.0,23.1,,4876.0,6.6616166713333325,,,,,1.4746666666666666,,933.47,,,,,,10.71,,,,,,110.0,,,,,,,,17.200000000000006,,139.0,,,,,,,120.275181
1.67,6.60020981311391,-4.4464066325000005,8.575384615384614,-3.8614029930769234,8.607692307692307,2780.9230769230767,1580.6192307692306,268.04999999999995,44.0,5.080769230769231,,132.0,1.67,287.61538461538464,127.0,130.0,11.8,,3236.0,5.085259689769231,,,,,1.1396153846153847,,1560.0,,,,,,7.895,,,,,,180.0,,,,,,,,0.5,,301.0,,,,,,,124.1188705
1.59,4.734359150881998,-6.11512893017,12.73,-6.11512893017,14.55,2731.5,1428.165,181.67000000000007,27.0,4.800000000000002,,78.0,1.61,138.15,78.3,120.0,21.7,,3129.0,5.982169054,,,,,1.341,,1337.33,,,,,,12.55,,,,,,220.0,,,,,,,,7.5,,198.0,,,,,,,115.9997045
1.35,18.314826613955898,-4.381548885,12.203333333333331,-4.381548885,23.666666666666664,2739.0,1516.6833333333334,905.05,17.0,4.033333333333333,,44.0,1.67,78.6,44.4,41.0,24.8,,3618.0,7.112643108333334,,,,,1.595,,923.0,,,,,,8.48,,,,,,180.0,,,,,,,,13.5,,127.0,,,,,,,70.18093179
1.4130769230769231,14.7540807964661,-6.4223751434466685,10.343076923076923,-6.475014394772308,20.00769230769231,2642.846153846154,1073.7292307692308,1308.92,18.0,4.2192307692307685,,78.0,1.61,120.61538461538464,50.0,57.0,22.0,,3103.0,6.503320144615384,,,,,1.4435384615384614,,505.08,,,,,,7.15,,,,,,120.0,,,,,,,,12.0,,198.0,,,,,,,112.5264061
1.755,1.4749369354064985,-9.350175055,25.3975,-9.4279457975,12.5,3313.75,2286.75,427.0,115.0,4.8375,,173.0,1.83,301.75,259.0,160.0,6.4,,4423.0,5.739634526000001,,,,,1.268,,2180.0,,,,,,21.0,,,,,,220.0,,,,,,,,1.5,,430.0,,,,,,,264.3720761
1.24,25.9901236859911,-2.5790110875,10.545,-2.5790110875,30.5,2443.0,1226.165,222.33,7.4,3.85,,27.0,1.57,49.65,21.0,17.0,22.3,,3129.0,7.413886577,,,,,1.706,,1115.0,,,,,,8.54,,,,,,220.0,,,,,,,,8.100000000000001,,78.3,,,,,,,46.82774462
1.545,8.523906827063,-3.3400234400000004,14.675,-4.238899005,16.875,2767.75,1601.7875,905.05,17.0,4.95,,44.0,1.67,106.35,44.4,45.0,24.8,,3236.0,6.3936975925,,,,,1.43125,,923.0,,,,,,8.48,,,,,,180.0,,,,,,,,13.0,,127.0,,,,,,,130.0319931
1.7025,4.5154970288105005,-8.1355128875,40.6625,-9.49081032875,16.625,4477.25,2593.75,1209.0,20.0,4.6625000000000005,,20.0,1.77,282.0,162.0,100.0,4.8,,4912.0,6.271279632250001,,,,,1.3515,,1687.0,,,,,,37.48,,,,,,230.0,,,,,,,,2.2,,322.0,,,,,,,251.6333509
1.4200000000000002,5.117121684580599,-2.7101157816666666,10.0715,-2.342586815,14.725,2172.25,1020.115,665.09,27.0,4.449999999999998,,48.0,1.57,98.075,78.3,70.0,30.2,,3200.0,6.063705668250001,,,,,1.346,,692.68,,,,,,7.068,,,,,,220.0,,,,,,,,16.0,,124.0,,,,,,,112.0109171
1.6033333333333333,8.848887161030706,-3.4823656525,10.998333333333331,-3.3914746383333334,13.966666666666663,3000.333333333333,1411.553333333333,222.67000000000007,27.0,5.116666666666667,,132.0,1.67,152.53333333333333,78.3,130.0,14.2,,3129.0,5.962269712,,,,,1.334666666666667,,1337.33,,,,,,7.895,,,,,,220.0,,,,,,,,2.8999999999999986,,301.0,,,,,,,136.78824619999995
1.403333333333333,12.996835165906804,-5.94475889,37.27,-5.771478595,24.3,3321.333333333333,1724.3333333333337,112.0,26.0,4.2,,26.0,1.5,129.46666666666667,64.4,41.0,11.3,,3618.0,6.788063468333332,,,,,1.4833333333333334,,1687.0,,,,,,11.39,,,,,,100.0,,,,,,,,8.700000000000001,,162.0,,,,,,,84.83718823
1.43,5.674286676930901,-6.8498612275,21.70333333333333,-7.88467393,20.466666666666665,4181.333333333333,1981.823333333333,1572.53,26.0,3.8,,30.0,1.45,116.16666666666669,70.5,76.0,23.1,,4876.0,6.854189212666666,,,,,1.5193333333333332,,933.47,,,,,,10.71,,,,,,110.0,,,,,,,,17.200000000000006,,139.0,,,,,,,113.2198987
1.745,0.1387994471098004,-10.07998234,39.675,-10.07998234,13.8,4482.5,2744.5,1123.0,47.0,4.825,,222.0,1.85,339.5,129.0,160.0,8.4,,5285.0,6.041212192000001,,,,,1.3305,,2183.0,,,,,,21.5,,,,,,160.0,,,,,,,,3.3000000000000007,,550.0,,,,,,,283.7846054
1.4166666666666663,4.7644825856100015,-3.71303897,11.673333333333336,-3.7238336866666666,15.000000000000002,2928.0,1074.9033333333334,424.3,26.0,4.283333333333333,,48.0,1.47,88.33333333333334,70.5,76.0,23.1,,3200.0,6.1852399213333324,,,,,1.3793333333333333,,933.47,,,,,,10.71,,,,,,140.0,,,,,,,,6.600000000000001,,124.0,,,,,,,90.1242459
1.45,4.7644825856100015,-3.71303897,12.8775,-3.696846895,13.000000000000002,3098.0,1251.695,424.3,26.0,4.3875,,48.0,1.47,110.625,70.5,76.0,23.1,,3200.0,5.8304846605,,,,,1.3159999999999998,,933.47,,,,,,10.71,,,,,,140.0,,,,,,,,6.600000000000001,,124.0,,,,,,,133.0275024
1.735,0.3036522476325008,-8.89388607,31.31,-8.89388607,13.8,4190.5,2461.0,556.0,47.0,4.9,,210.0,1.83,331.0,129.0,160.0,8.4,,4701.0,6.0447266465,,,,,1.339,,2183.0,,,,,,21.5,,,,,,320.0,,,,,,,,2.0,,533.0,,,,,,,274.3037193
0.5933333333333334,18576.836702982662,-5.3926507925,7.538333333333332,-5.18069783,16.566666666666666,1426.0666666666666,717.0,1986.6,61.0,1.8833333333333333,,61.0,1.78,58.33333333333334,175.0,230.0,780.0,,4098.0,5.337953499,,,,,0.9466666666666664,,54.8,,,,,,0.22,,,,,,230.0,,,,,,,,771.2,,175.0,,,,,,,203.591
1.57,22.017352199406403,-6.77249446,14.596666666666666,-6.8751260216666665,18.366666666666667,3339.333333333333,1778.3333333333337,31.0,26.0,4.466666666666667,,75.0,1.75,160.13333333333333,64.4,41.0,13.0,,3618.0,6.352853737666668,,,,,1.4386666666666668,,1768.0,,,,,,11.39,,,,,,180.0,,,,,,,,1.6999999999999993,,208.0,,,,,,,114.943455
1.4233333333333331,18.314826613955898,-5.115932488333334,12.946666666666664,-5.115932488333334,21.4,3215.333333333333,1520.1733333333332,894.5799999999998,26.0,4.283333333333333,,44.0,1.67,87.30000000000003,64.4,41.0,23.1,,3618.0,6.884454075333331,,,,,1.538333333333333,,933.47,,,,,,10.71,,,,,,180.0,,,,,,,,11.8,,127.0,,,,,,,92.57497789
1.6866666666666668,4.655914209878602,-5.7267138425000015,31.520000000000003,-5.827312455,16.733333333333334,3789.666666666667,1923.2666666666669,354.40000000000015,61.0,5.333333333333334,,61.0,1.78,170.66666666666669,162.0,100.0,8.8,,4098.0,6.202788865333334,,,,,1.36,,1687.0,,,,,,22.175,,,,,,230.0,,,,,,,,6.200000000000001,,175.0,,,,,,,203.2960217
1.5499999999999998,8.81122744351438,-6.910121298333332,39.102500000000006,-7.12639775375,14.35,3553.0,2159.6175000000007,2889.53,26.0,4.51,,44.0,1.77,74.375,7.0,33.0,23.1,,4300.0,6.028343043,,,,,1.3090000000000002,,933.47,,,,,,10.71,,,,,,110.0,,,,,,,,22.1,,110.0,,,,,,,136.91011930000002
1.23,6.0464276204550025,-5.2128234325000005,8.563333333333333,-4.795564651666666,28.96666666666667,3122.666666666667,936.3866666666664,1293.92,18.0,3.833333333333334,,26.0,1.24,54.8,50.0,41.0,22.0,,3618.0,7.608367983,,,,,1.6833333333333336,,505.08,,,,,,7.15,,,,,,58.0,,,,,,,,10.7,,64.4,,,,,,,58.12255691
1.6175000000000002,9.0205170334996,-7.175290800113332,23.0575,-7.63660941267,13.875,2760.25,1623.25,249.0,75.0,4.675,,78.0,1.75,191.5,162.0,100.0,21.7,,3200.0,5.6766624375,,,,,1.26325,,1519.0,,,,,,12.91,,,,,,180.0,,,,,,,,19.1,,208.0,,,,,,,211.2569052
1.2566666666666666,16.418788365009707,-3.917431735,10.193333333333332,-3.917431735,24.3,2591.0,1218.49,876.0,17.0,3.6166666666666663,,26.0,1.39,59.76666666666666,44.4,41.0,24.8,,3618.0,7.222193469333334,,,,,1.6133333333333333,,923.0,,,,,,8.48,,,,,,76.0,,,,,,,,13.5,,70.5,,,,,,,57.44001115
1.41,0.0,-8.545958555,21.0,-8.545958555,23.2,4682.0,2128.0,0.0,33.0,3.45,,33.0,1.41,94.0,94.0,0.0,5.7,,4682.0,7.140036982000001,,,,,1.6,,2128.0,,,,,,21.0,,,,,,0.0,,,,,,,,0.0,,94.0,,,,,,,94.12912173
1.4125,15.136843330164702,-3.820850955,11.9875,-3.7507528875,15.6,3118.75,1144.5975,852.69,18.0,4.375,,48.0,1.47,105.5,50.0,58.0,22.0,,3200.0,6.0608709905,,,,,1.3635000000000002,,505.08,,,,,,7.15,,,,,,140.0,,,,,,,,5.5,,124.0,,,,,,,106.4184851
1.171578947368421,1.5276803632624976,-3.6474024575,20.39315789473684,-3.1796352081578947,21.01052631578948,2189.0,908.0673684210526,1233.31,4.2,3.5315789473684207,,4.2,1.5,66.0,10.0,11.0,46.0,,3173.0,6.321963221578947,,,,,1.4652631578947368,,453.69,,,,,,3.0,,,,,,100.0,,,,,,,,43.4,,162.0,,,,,,,36.08877245
1.57,2.9379308902424004,-6.456500845000001,15.013333333333332,-6.896076270000001,16.633333333333333,3452.0,1903.35,112.95000000000005,44.0,4.35,,44.0,1.67,115.66666666666666,110.0,110.0,11.8,,3560.0,6.352686028999998,,,,,1.4236666666666666,,1828.05,,,,,,14.15,,,,,,180.0,,,,,,,,3.200000000000001,,127.0,,,,,,,142.0930834
0.91,0.0,-1.948329565,8.54,-1.948329565,44.1,1757.0,1115.0,0.0,7.4,2.55,,7.4,0.91,21.0,21.0,17.0,22.3,,1757.0,8.383034541,,,,,1.97,,1115.0,,,,,,8.54,,,,,,17.0,,,,,,,,0.0,,21.0,,,,,,,17.49246946
1.3066666666666666,21.183270950619704,-4.702100561666667,10.713333333333331,-4.702100561666667,23.9,3231.0000000000005,1220.6166666666666,1293.92,18.0,3.9333333333333336,,48.0,1.47,79.46666666666667,50.0,41.0,22.0,,3618.0,7.0173820010000005,,,,,1.5693333333333337,,505.08,,,,,,7.15,,,,,,140.0,,,,,,,,10.7,,124.0,,,,,,,75.82052945
1.3733333333333333,7.861829588892499,-3.785390995,13.045,-3.037684766666666,20.633333333333333,2274.6666666666665,1295.8000000000004,1118.4,17.0,4.183333333333334,,61.0,1.78,87.93333333333334,44.4,45.0,24.8,,4098.0,6.843779805666668,,,,,1.5266666666666666,,923.0,,,,,,8.48,,,,,,230.0,,,,,,,,16.0,,175.0,,,,,,,72.7265956
1.25,8.6113979879941,-2.4647682825,13.0,-2.4647682825,25.85,1450.0,749.0,309.55999999999995,19.0,4.225,,20.0,1.26,64.5,62.0,42.0,30.8,,1860.0,7.183842885,,,,,1.5395,,594.22,,,,,,6.21,,,,,,42.0,,,,,,,,19.8,,67.0,,,,,,,38.99693659
1.23,11.433187426724606,-3.638387,7.936666666666666,-2.696316075,25.3,1899.333333333333,995.8133333333332,1204.78,19.0,3.7666666666666666,,26.0,1.24,62.8,62.0,41.0,30.8,,3618.0,7.214487891,,,,,1.596,,594.22,,,,,,6.21,,,,,,42.0,,,,,,,,19.5,,64.4,,,,,,,55.70339029
1.66875,4.5154970288105005,-8.1355128875,42.25375,-8.813161608125,17.1875,4259.875,2442.625,1209.0,20.0,4.66875,,20.0,1.77,262.0,162.0,100.0,4.8,,4912.0,6.252755139874999,,,,,1.34625,,1687.0,,,,,,37.48,,,,,,230.0,,,,,,,,2.2,,322.0,,,,,,,241.2528883
1.705,2.067533251437901,-8.612372525,17.655,-8.612372525,12.75,3407.0,1997.0,372.0,47.0,4.59,,82.0,1.77,170.0,129.0,160.0,11.8,,3680.0,5.7421788675,,,,,1.281,,1811.0,,,,,,13.81,,,,,,170.0,,,,,,,,3.4000000000000004,,211.0,,,,,,,196.1301119
1.7825,3.8535825117041007,-9.47091649,38.34,-9.15971397,14.875000000000002,4780.0,2741.75,11.0,38.0,5.175,,210.0,1.83,425.75,104.0,170.0,7.3,,5017.0,6.2786553315,,,,,1.375,,2739.0,,,,,,30.0,,,,,,320.0,,,,,,,,0.8999999999999995,,533.0,,,,,,,313.4210495000001
1.39,0.0,-3.74542312,10.71,-3.74542312,16.6,2792.0,933.47,0.0,26.0,4.2,,26.0,1.39,70.5,70.5,76.0,23.1,,2792.0,6.46904413,,,,,1.43,,933.47,,,,,,10.71,,,,,,76.0,,,,,,,,0.0,,70.5,,,,,,,83.27702047
0.405,18527.227884814707,-3.3401570825,3.67,-3.3401570825,40.05,1116.55,527.4,945.2,4.9,1.16,,4.9,0.81,6.5,13.0,9.6,780.0,,2143.0,7.476335194500001,,,,,1.475,,54.8,,,,,,0.22,,,,,,9.6,,,,,,,,759.4,,13.0,,,,,,,68.35650846
1.11,5.422727182189301,-2.915467,5.075,-2.915467,24.3,2245.0,479.385,51.38999999999999,4.2,3.5,,18.0,1.24,30.0,10.0,11.0,46.0,,2875.0,6.903476911,,,,,1.585,,453.69,,,,,,3.0,,,,,,58.0,,,,,,,,24.0,,50.0,,,,,,,36.36506361
1.355,7.922712249348298,-7.0358308375,23.495,-7.0358308375,26.3,3368.0,1704.89,1602.22,20.0,4.0,,30.0,1.45,103.0,67.0,42.0,11.0,,4876.0,7.3073391060000015,,,,,1.577,,903.78,,,,,,19.79,,,,,,110.0,,,,,,,,5.1,,139.0,,,,,,,101.011188
1.67,6.60020981311391,-4.4464066325000005,13.791666666666664,-4.6768626116666665,12.499999999999998,3071.666666666667,1738.7,268.04999999999995,44.0,5.316666666666666,,132.0,1.67,185.0,127.0,130.0,11.8,,3236.0,5.759372667999999,,,,,1.29,,1560.0,,,,,,7.895,,,,,,180.0,,,,,,,,0.5,,301.0,,,,,,,166.35518480000005
1.67,6.60020981311391,-4.4464066325000005,14.52875,-4.79209060125,13.05,3112.75,1761.0375,268.04999999999995,44.0,5.3500000000000005,,132.0,1.67,170.5,127.0,130.0,11.8,,3236.0,5.85462776275,,,,,1.31125,,1560.0,,,,,,7.895,,,,,,180.0,,,,,,,,0.5,,301.0,,,,,,,161.75165049999995
1.5,18584.89939922412,-5.717245029585,43.06,-6.403282975717143,9.071428571428571,3675.442857142857,2020.4,2293.2,0.0,4.542857142857144,,0.0,1.75,378.0,441.0,320.0,780.0,,4273.0,4.647841333285715,,,,,0.9442857142857144,,54.8,,,,,,0.22,,,,,,320.0,,,,,,,,775.3,,441.0,,,,,,,226.906
1.57,8.543201383693301,-7.54428762,34.66666666666667,-7.54428762,17.966666666666665,4005.666666666667,2143.333333333333,819.0,30.0,4.566666666666666,,150.0,1.76,210.3333333333333,139.0,100.0,8.2,,4876.0,6.4237946610000005,,,,,1.4096666666666666,,1687.0,,,,,,26.59,,,,,,380.0,,,,,,,,5.6,,330.0,,,,,,,189.66670990000003
0.98,0.0,-1.86988691,3.0,-1.86988691,21.6,1615.0,453.69,0.0,4.2,2.85,,4.2,0.98,10.0,10.0,11.0,46.0,,1615.0,6.416364372,,,,,1.55,,453.69,,,,,,3.0,,,,,,11.0,,,,,,,,0.0,,10.0,,,,,,,14.01287697
1.3966666666666665,15.493037175225398,-4.6275684550000005,18.773333333333333,-4.45749975,25.03333333333333,2318.666666666667,1211.87,924.27,20.0,4.75,,44.0,1.67,87.0,67.0,42.0,11.8,,3236.0,7.092075320999999,,,,,1.518333333333333,,903.78,,,,,,16.74,,,,,,180.0,,,,,,,,0.8000000000000007,,127.0,,,,,,,84.45962445
1.5825,9.648847411857398,-5.9129802583333335,27.165,-5.9418626137500015,18.775,3618.0,1895.95,354.40000000000015,29.0,4.8125,,61.0,1.78,148.0,80.0,57.0,10.0,,4098.0,6.4225987015,,,,,1.4215,,1687.0,,,,,,14.1,,,,,,230.0,,,,,,,,7.4,,175.0,,,,,,,173.34408090000005
1.4740000000000002,11.4414365092915,-6.968354888333334,33.442,-6.523099152,20.76,3395.0,1921.8,920.0,29.0,4.26,,173.0,1.83,182.8,80.0,57.0,10.0,,4423.0,6.508891556,,,,,1.4354,,1687.0,,,,,,14.1,,,,,,220.0,,,,,,,,7.4,,430.0,,,,,,,122.1705425
1.37,0.0,-4.616039545,36.94,-4.616039545,22.2,3093.0,1211.4,0.0,0.0,4.55,,0.0,1.37,115.0,115.0,0.0,5.7,,3093.0,6.702649876000001,,,,,1.37,,1211.4,,,,,,36.94,,,,,,0.0,,,,,,,,0.0,,115.0,,,,,,,52.95777441
1.735,0.2770238116801007,-9.06694713,30.045,-9.06694713,13.9,4051.5,2395.0,424.0,47.0,4.825,,173.0,1.83,279.5,129.0,160.0,8.4,,4423.0,5.99332349,,,,,1.3230000000000002,,2183.0,,,,,,21.5,,,,,,220.0,,,,,,,,2.0,,430.0,,,,,,,252.41643
1.31,0.0,-3.0122553025,5.585,-3.0122553025,19.6,2477.0,302.91,0.0,0.0,4.1,,0.0,1.31,11.0,11.0,0.0,19.7,,2477.0,6.596508714,,,,,1.41,,302.91,,,,,,5.585,,,,,,0.0,,,,,,,,0.0,,11.0,,,,,,,49.36633662
1.66,5.543379684912501,-8.64047183,18.716666666666672,-8.928886733333334,13.866666666666667,3149.333333333333,2100.333333333333,239.0,44.0,4.366666666666667,,115.0,1.73,209.3333333333333,110.0,110.0,8.6,,3560.0,5.90814464,,,,,1.3153333333333337,,1941.0,,,,,,14.15,,,,,,160.0,,,,,,,,3.6999999999999993,,259.0,,,,,,,198.9065344
